window:30.0	alpha:0.2	knn:6.0	
time	StdDev	source	Datapoint Type	Datapoint Y	Datapoint X	power	Neighbores	destination	Datapoint	Neighbore(1) Distance	Neighbore(1) Type	Neighbore(1) X	Neighbore(1) Y	Neighbore(2) Distance	Neighbore(2) Y	Neighbore(2) X	Neighbore(2) Type	Neighbore(3) Type	Neighbore(3) Y	Neighbore(3) Distance	Neighbore(3) X	Neighbore(4) Y	Neighbore(4) X	Neighbore(4) Distance	Neighbore(4) Type	Neighbore(5) Distance	Neighbore(5) Type	Neighbore(5) X	Neighbore(5) Y	KNNTotalMissfired	KNNStateWeight	KNNState	KNNStateMissfired	Neighbore(6) Type	Neighbore(6) Distance	KNNConfidence	Neighbore(6) Y	Neighbore(6) X	null	
315488533	2,19	3,0	Current	2,19	-12,200000000000001	-12,200000000000001	[Empty,-12.202310231023095,2.1204192158757262,0.0705088717963656, Empty,-12.193399339933991,2.043039296511989,0.1479982001670767, Empty,-12.261056105610571,2.3407567176965944,0.16182648782152012, Empty,-12.162046204620484,1.9595277237598567,0.23445489947320983, Empty,-12.131023102310246,1.6990551990347769,0.49664827606646617, Empty,-12.096699669966995,1.5164547426050545,0.6823006557746083]	1,0	Current,-12.2,2.1908902300206656	0,07	Empty	-12,202	2,12	0,147	2,043	-12,193	Empty	Empty	2,34	0,161	-12,261000000000001	1,959	-12,162	0,234	Empty	0,496	Empty	-12,131	1,699	0,0	not set	Empty	not set	Empty	0,682	1,0	1,516	-12,096	not set	
67770345915	10,784	3,0	Current	10,784	-10,3	-10,3	[Moving-Top,-12.201650165016499,11.341320330684168,1.9815658419930455, Standing-Top,-11.100660066006599,8.598491933899497,2.327785454780917, Standing-Bottum,-11.796039603960395,12.70516259035429,2.4347583529779504, Standing-Top,-10.904950495049507,7.77342156458704,3.070999764002502, Standing-Top,-11.855775577557754,7.980494872266746,3.206472823592507, Standing-Top,-11.897359735973595,7.711082413963203,3.46351027740637]	1,0	Current,-10.3,10.784247771634332	1,981	Moving-Top	-12,201	11,341000000000001	2,327	8,598	-11,1	Standing-Top	Standing-Bottum	12,705	2,434	-11,796	7,773000000000001	-10,904	3,0700000000000003	Standing-Top	3,206	Standing-Top	-11,855	7,98	0,0	not set	Standing-Top	not set	Standing-Top	3,463	0,666	7,711	-11,897	not set	
25596888297	2,6390000000000002	3,0	Current	2,6390000000000002	-9,966000000000001	-9,966000000000001	[Standing-Top,-10.928712871287127,2.9837854098277155,1.0218138972097799, Empty,-12.202310231023095,2.1204192158757262,2.2951011468009854, Empty,-12.162046204620484,1.9595277237598567,2.298255421668166, Empty,-12.193399339933991,2.043039296511989,2.3052196053600356, Empty,-12.261056105610571,2.3407567176965944,2.313749601992454, Empty,-12.131023102310246,1.6990551990347769,2.3598242738454176]	1,0	Current,-9.966666666666667,2.6394443859772214	1,0210000000000001	Standing-Top	-10,928	2,983	2,295	2,12	-12,202	Empty	Empty	1,959	2,298	-12,162	2,043	-12,193	2,305	Empty	2,313	Empty	-12,261000000000001	2,34	0,0	not set	Empty	not set	Empty	2,359	0,833	1,699	-12,131	not set	
21842100309	5,4190000000000005	3,0	Current	5,4190000000000005	-13,233	-13,233	[Standing-Bottum,-12.235313531353137,5.017712967049012,1.075712180032301, Standing-Top,-11.984818481848183,3.816078175888074,2.031864849927987, Standing-Top,-11.897359735973595,7.711082413963203,2.652922839924319, Standing-Bottum,-13.604290429042914,2.6399577929115168,2.8037923930093442, Standing-Top,-11.855775577557754,7.980494872266746,2.9083326376797727, Standing-Top,-11.05346534653466,3.3368780513879925,3.0145449210961868]	1,0	Current,-13.233333333333333,5.419102016632153	1,075	Standing-Bottum	-12,235	5,017	2,031	3,8160000000000003	-11,984	Standing-Top	Standing-Top	7,711	2,652	-11,897	2,6390000000000002	-13,604000000000001	2,803	Standing-Bottum	2,908	Standing-Top	-11,855	7,98	0,0	not set	Standing-Top	not set	Standing-Top	3,0140000000000002	0,666	3,336	-11,053	not set	
57284763464	3,033	3,0	Current	3,033	-13,6	-13,6	[Standing-Bottum,-13.472937293729375,2.7648528248646413,0.2968642801360263, Standing-Bottum,-13.604290429042914,2.6399577929115168,0.39321579212259994, Standing-Bottum,-13.338943894389455,3.938259254352771,0.9420046343089136, Standing-Top,-12.607920792079206,2.1599496903995528,1.3216278771544807, Empty,-12.261056105610571,2.3407567176965944,1.5073750215750203, Standing-Top,-12.733993399339944,1.7273446794364198,1.5668744147106597]	1,0	Current,-13.6,3.03315017762062	0,296	Standing-Bottum	-13,472	2,7640000000000002	0,393	2,6390000000000002	-13,604000000000001	Standing-Bottum	Standing-Bottum	3,938	0,9420000000000001	-13,338000000000001	2,1590000000000003	-12,607000000000001	1,321	Standing-Top	1,5070000000000001	Empty	-12,261000000000001	2,34	0,0	not set	Standing-Bottum	not set	Standing-Top	1,566	0,5	1,727	-12,733	not set	
37099902660	2,483	3,0	Current	2,483	-11,833	-11,833	[Empty,-12.261056105610571,2.3407567176965944,0.45084245145296553, Empty,-12.202310231023095,2.1204192158757262,0.5175036385663586, Empty,-12.193399339933991,2.043039296511989,0.5687329080077681, Empty,-12.162046204620484,1.9595277237598567,0.6183574044250214, Empty,-12.131023102310246,1.6990551990347769,0.8388227856775572, Standing-Top,-12.607920792079206,2.1599496903995528,0.8393607935907138]	1,0	Current,-11.833333333333334,2.48327740429189	0,45	Empty	-12,261000000000001	2,34	0,517	2,12	-12,202	Empty	Empty	2,043	0,5680000000000001	-12,193	1,959	-12,162	0,618	Empty	0,838	Empty	-12,131	1,699	0,0	not set	Empty	not set	Standing-Top	0,839	0,833	2,1590000000000003	-12,607000000000001	not set	
76650811705	9,13	3,0	Current	9,13	-12,433	-12,433	[Standing-Top,-11.855775577557754,7.980494872266746,1.2869207101100724, Standing-Top,-11.100660066006599,8.598491933899497,1.4349521605831561, Standing-Top,-11.897359735973595,7.711082413963203,1.5172715374266128, Standing-Top,-10.904950495049507,7.77342156458704,2.0439448555962634, Moving-Top,-12.201650165016499,11.341320330684168,2.2228921537805166, Standing-Bottum,-11.796039603960395,12.70516259035429,3.6309925326189014]	1,0	Current,-12.433333333333334,9.130534851073435	1,286	Standing-Top	-11,855	7,98	1,434	8,598	-11,1	Standing-Top	Standing-Top	7,711	1,5170000000000001	-11,897	7,773000000000001	-10,904	2,043	Standing-Top	2,222	Moving-Top	-12,201	11,341000000000001	0,0	not set	Standing-Top	not set	Standing-Bottum	3,63	0,666	12,705	-11,796	not set	
80222193670	5,4030000000000005	3,0	Current	5,4030000000000005	-10,6	-10,6	[Standing-Top,-10.016171617161715,3.450822644265368,2.0382823787419437, Standing-Top,-11.984818481848183,3.816078175888074,2.106720915076047, Standing-Top,-9.758415841584156,3.470328887453417,2.1086007606689616, Standing-Top,-11.05346534653466,3.3368780513879925,2.1159853144330945, Standing-Top,-11.001320132013195,3.2453873648434657,2.1953090415742045, Standing-Top,-10.928712871287127,2.9837854098277155,2.4421405687982802]	1,0	Current,-10.6,5.403702434442518	2,0380000000000003	Standing-Top	-10,016	3,45	2,106	3,8160000000000003	-11,984	Standing-Top	Standing-Top	3,47	2,108	-9,758000000000001	3,336	-11,053	2,115	Standing-Top	2,195	Standing-Top	-11,001	3,245	0,0	not set	Standing-Top	not set	Standing-Top	2,442	1,0	2,983	-10,928	not set	
62303873377	2,6390000000000002	3,0	Current	2,6390000000000002	-13,633000000000001	-13,633000000000001	[Standing-Bottum,-13.604290429042914,2.6399577929115168,0.029047441820281204, Standing-Bottum,-13.472937293729375,2.7648528248646413,0.20360296182721477, Standing-Top,-12.607920792079206,2.1599496903995528,1.1319832343495055, Standing-Top,-12.733993399339944,1.7273446794364198,1.2809130304384637, Standing-Bottum,-12.858745874587463,3.7002339738573458,1.3134916372026393, Standing-Bottum,-13.338943894389455,3.938259254352771,1.3317601901525244]	1,0	Current,-13.633333333333333,2.639444385977221	0,029	Standing-Bottum	-13,604000000000001	2,6390000000000002	0,203	2,7640000000000002	-13,472	Standing-Bottum	Standing-Top	2,1590000000000003	1,131	-12,607000000000001	1,727	-12,733	1,28	Standing-Top	1,313	Standing-Bottum	-12,858	3,7	0,0	not set	Standing-Bottum	not set	Standing-Bottum	1,331	0,666	3,938	-13,338000000000001	not set	
18876588151	1,643	3,0	Current	1,643	-12,1	-12,1	[Empty,-12.131023102310246,1.6990551990347769,0.06392064218541013, Empty,-12.096699669966995,1.5164547426050545,0.12675590236677536, Empty,-12.162046204620484,1.9595277237598567,0.322387055464609, Empty,-12.193399339933991,2.043039296511989,0.4106345727988538, Empty,-12.202310231023095,2.1204192158757262,0.488094682425162, Standing-Top,-12.733993399339944,1.7273446794364198,0.6395571897029877]	1,0	Current,-12.1,1.6431676725154971	0,063	Empty	-12,131	1,699	0,126	1,516	-12,096	Empty	Empty	1,959	0,322	-12,162	2,043	-12,193	0,41000000000000003	Empty	0,488	Empty	-12,202	2,12	0,0	not set	Empty	not set	Standing-Top	0,639	0,833	1,727	-12,733	not set	
