window:30.0	alpha:0.2	knn:6.0	
time	StdDev	source	Datapoint Type	Datapoint Y	Datapoint X	power	Neighbores	destination	Datapoint	Neighbore(1) Distance	Neighbore(1) Type	Neighbore(1) X	Neighbore(1) Y	Neighbore(2) Distance	Neighbore(2) Y	Neighbore(2) X	Neighbore(2) Type	Neighbore(3) Type	Neighbore(3) Y	Neighbore(3) Distance	Neighbore(3) X	Neighbore(4) Y	Neighbore(4) X	Neighbore(4) Distance	Neighbore(4) Type	Neighbore(5) Distance	Neighbore(5) Type	Neighbore(5) X	Neighbore(5) Y	KNNTotalMissfired	KNNStateWeight	KNNState	KNNStateMissfired	Neighbore(6) Type	Neighbore(6) Distance	KNNConfidence	Neighbore(6) Y	Neighbore(6) X	null	
30923086078	1,643	4,0	Current	1,643	-17,1	-17,1	[Standing-Top,-16.500660066006603,2.0060209050880746,0.7006217416463609, Standing-Bottum,-17.708580858085814,2.617735311674193,1.148979000732309, Empty,-15.92805280528054,1.1739597052162758,1.2623851804373667, Empty,-15.515841584158421,2.3541925581565724,1.7364084411458636, Standing-Bottum,-18.815841584158406,1.9587560373246515,1.7446226978719892, Empty,-15.267986798679887,2.25196456601192,1.9305196262514577]	6,0	Current,-17.1,1.6431676725154978	0,7000000000000001	Standing-Top	-16,5	2,0060000000000002	1,1480000000000001	2,617	-17,708000000000002	Standing-Bottum	Empty	1,173	1,262	-15,928	2,354	-15,515	1,736	Empty	1,744	Standing-Bottum	-18,815	1,958	0,0	not set	Empty	not set	Empty	1,93	0,5	2,251	-15,267	not set	
65086515951	2,19	4,0	Current	2,19	-17,8	-17,8	[Standing-Bottum,-17.68613861386137,2.1921297235584434,0.11386813249386542, Standing-Bottum,-17.708580858085814,2.617735311674193,0.4365251232634082, Standing-Bottum,-18.077887788778877,2.7497361420505024,0.6241236868961754, Standing-Bottum,-17.6003300330033,2.8120266367838167,0.6524404428965943, Standing-Bottum,-18.815841584158406,1.9587560373246515,1.0420270665986022, Standing-Bottum,-18.632013201320134,2.8658367297353053,1.0713536972671647]	6,0	Current,-17.8,2.1908902300206643	0,113	Standing-Bottum	-17,686	2,192	0,436	2,617	-17,708000000000002	Standing-Bottum	Standing-Bottum	2,749	0,624	-18,077	2,8120000000000003	-17,6	0,652	Standing-Bottum	1,042	Standing-Bottum	-18,815	1,958	0,0	not set	Standing-Bottum	not set	Standing-Bottum	1,071	1,0	2,865	-18,632	not set	
68917213073	13,09	4,0	Current	13,09	-13,233	-13,233	[Moving-Top,-13.312541254125414,13.070144844723812,0.0818338947905533, Moving-Top,-13.826402640264025,13.57265738130989,0.764202380118536, Moving-Top,-13.877227722772288,12.506969121136159,0.8691101389076217, Moving-Top,-14.213531353135314,12.468484730072094,1.1610130990194094, Moving-Top,-14.434983498349833,13.707987492910139,1.3509239958734913, Moving-Top,-14.787128712871276,13.17370234311699,1.556010265925956]	6,0	Current,-13.233333333333333,13.090709173557663	0,081	Moving-Top	-13,312000000000001	13,07	0,764	13,572000000000001	-13,826	Moving-Top	Moving-Top	12,506	0,869	-13,877	12,468	-14,213000000000001	1,161	Moving-Top	1,35	Moving-Top	-14,434000000000001	13,707	0,0	not set	Moving-Top	not set	Moving-Top	1,556	1,0	13,173	-14,787	not set	
562673411	6,314	4,0	Current	6,314	-14,933	-14,933	[Empty,-14.842244224422428,3.039662589612462,3.275609767573253, Empty,-14.857425742574234,2.8500174266773226,3.464819764393654, Empty,-15.515841584158421,2.3541925581565724,4.002428657349428, Empty,-15.267986798679887,2.25196456601192,4.075803021663161, Empty,-14.922112211221128,2.0953377520235628,4.218682767359303, Empty,-15.031023102310243,2.0199760121488657,4.295140668032625]	6,0	Current,-14.933333333333334,6.314005596027507	3,275	Empty	-14,842	3,039	3,464	2,85	-14,857000000000001	Empty	Empty	2,354	4,002	-15,515	2,251	-15,267	4,075	Empty	4,218	Empty	-14,922	2,095	0,0	not set	Empty	not set	Empty	4,295	1,0	2,019	-15,031	not set	
24233297255	2,041	4,0	Current	2,041	-18,833000000000002	-18,833000000000002	[Standing-Bottum,-18.815841584158406,1.9587560373246515,0.08431965948721772, Standing-Bottum,-19.12838283828384,1.4215376674497915,0.686357772122639, Standing-Bottum,-19.396039603960393,3.512503910656729,1.575198898017665, Standing-Top,-16.500660066006603,2.0060209050880746,2.332939146023322, Empty,-15.92805280528054,1.1739597052162758,3.031968432477622, Empty,-15.515841584158421,2.3541925581565724,3.3322199658018334]	6,0	Current,-18.833333333333332,2.0412414523193148	0,084	Standing-Bottum	-18,815	1,958	0,686	1,421	-19,128	Standing-Bottum	Standing-Bottum	3,512	1,575	-19,396	2,0060000000000002	-16,5	2,332	Standing-Top	3,031	Empty	-15,928	1,173	0,0	not set	Standing-Bottum	not set	Empty	3,332	0,5	2,354	-15,515	not set	
69318871772	6,099	4,0	Current	6,099	-14,4	-14,4	[Standing-Top,-14.458745874587459,8.941864682200013,2.8432913549756837, Standing-Top,-14.919471947194735,3.2713062358461533,2.875190893270861, Empty,-14.842244224422428,3.039662589612462,3.091314996521014, Empty,-14.857425742574234,2.8500174266773226,3.2812036679446734, Standing-Top,-14.905610561056138,2.8513728969808243,3.2869278650157416, Standing-Top,-15.325412541254124,2.6745025110091074,3.5475070322061697]	6,0	Current,-14.4,6.099180272790763	2,843	Standing-Top	-14,458	8,941	2,875	3,271	-14,919	Standing-Top	Empty	3,039	3,091	-14,842	2,85	-14,857000000000001	3,281	Empty	3,286	Standing-Top	-14,905000000000001	2,851	0,0	not set	Standing-Top	not set	Standing-Top	3,547	0,666	2,674	-15,325000000000001	not set	
67822235472	4,966	4,0	Current	4,966	-14,666	-14,666	[Standing-Top,-14.919471947194735,3.2713062358461533,1.7139948171543096, Empty,-14.842244224422428,3.039662589612462,1.9348749577995183, Empty,-14.857425742574234,2.8500174266773226,2.1251163530612978, Standing-Top,-14.905610561056138,2.8513728969808243,2.1286354088566553, Standing-Top,-15.325412541254124,2.6745025110091074,2.3848374917598325, Empty,-15.515841584158421,2.3541925581565724,2.746913644065687]	6,0	Current,-14.666666666666666,4.96655480858378	1,713	Standing-Top	-14,919	3,271	1,934	3,039	-14,842	Empty	Empty	2,85	2,125	-14,857000000000001	2,851	-14,905000000000001	2,128	Standing-Top	2,384	Standing-Top	-15,325000000000001	2,674	0,0	not set	Empty	not set	Empty	2,746	0,5	2,354	-15,515	not set	
52532402478	0,983	4,0	Current	0,983	-15,033	-15,033	[Empty,-15.01980198019803,1.1264177707736795,0.14386346285143814, Empty,-15.056765676567652,1.205950912305783,0.22398788352995735, Empty,-14.992079207920792,0.23362980124756635,0.7506966850647052, Empty,-15.0,0.0,0.9837569708915798, Empty,-15.0,0.0,0.9837569708915798, Empty,-14.922112211221128,2.0953377520235628,1.1176932196484775]	6,0	Current,-15.033333333333333,0.9831920802501745	0,14300000000000002	Empty	-15,019	1,1260000000000001	0,223	1,205	-15,056000000000001	Empty	Empty	0,233	0,75	-14,992	0,0	-15,0	0,983	Empty	0,983	Empty	-15,0	0,0	0,0	not set	Empty	not set	Empty	1,117	1,0	2,095	-14,922	not set	
76724514096	3,06	4,0	Current	3,06	-18,566	-18,566	[Standing-Bottum,-18.632013201320134,2.8658367297353053,0.20533963697938684, Standing-Bottum,-18.323102310231032,3.238239626665419,0.30152047685692906, Standing-Bottum,-18.501650165016507,3.6277964495665236,0.5710089471987542, Standing-Bottum,-18.077887788778877,2.7497361420505024,0.5792060241638242, Standing-Bottum,-19.229042904290434,3.0181622486223993,0.6637279970944817, Standing-Bottum,-19.396039603960393,3.512503910656729,0.944545423307296]	6,0	Current,-18.566666666666666,3.060501048303474	0,20500000000000002	Standing-Bottum	-18,632	2,865	0,301	3,238	-18,323	Standing-Bottum	Standing-Bottum	3,6270000000000002	0,5710000000000001	-18,501	2,749	-18,077	0,579	Standing-Bottum	0,663	Standing-Bottum	-19,229	3,0180000000000002	0,0	not set	Standing-Bottum	not set	Standing-Bottum	0,9440000000000001	1,0	3,512	-19,396	not set	
60479990100	2,949	4,0	Current	2,949	-14,9	-14,9	[Empty,-14.842244224422428,3.039662589612462,0.10701065303903785, Empty,-14.857425742574234,2.8500174266773226,0.1082798451006374, Standing-Top,-14.919471947194735,3.2713062358461533,0.3223187032608984, Standing-Top,-15.325412541254124,2.6745025110091074,0.5065978553548628, Empty,-15.267986798679887,2.25196456601192,0.7887181579843802, Empty,-14.922112211221128,2.0953377520235628,0.8545246313053904]	6,0	Current,-14.9,2.9495762407505257	0,107	Empty	-14,842	3,039	0,108	2,85	-14,857000000000001	Empty	Standing-Top	3,271	0,322	-14,919	2,674	-15,325000000000001	0,506	Standing-Top	0,788	Empty	-15,267	2,251	0,0	not set	Empty	not set	Empty	0,854	0,666	2,095	-14,922	not set	
