window:30.0	alpha:0.2	knn:6.0	
time	StdDev	source	Datapoint Type	Datapoint Y	Datapoint X	power	Neighbores	destination	Datapoint	Neighbore(1) Distance	Neighbore(1) Type	Neighbore(1) X	Neighbore(1) Y	Neighbore(2) Distance	Neighbore(2) Y	Neighbore(2) X	Neighbore(2) Type	Neighbore(3) Type	Neighbore(3) Y	Neighbore(3) Distance	Neighbore(3) X	Neighbore(4) Y	Neighbore(4) X	Neighbore(4) Distance	Neighbore(4) Type	Neighbore(5) Distance	Neighbore(5) Type	Neighbore(5) X	Neighbore(5) Y	KNNTotalMissfired	KNNStateWeight	KNNState	KNNStateMissfired	Neighbore(6) Type	Neighbore(6) Distance	KNNConfidence	Neighbore(6) Y	Neighbore(6) X	null	
30923086078	2,041	1,0	Current	2,041	-11,833	-11,833	[Standing-Bottum,-11.773267326732675,2.0201042985939273,0.06367656096681924, Standing-Bottum,-11.779867986798672,2.187443823633665,0.15567169510868187, Standing-Top,-11.897029702970299,2.523369299181399,0.48631727115618434, Standing-Bottum,-11.914851485148507,1.5357109124499635,0.512060871201813, Standing-Bottum,-11.644554455445547,2.588621159759256,0.5790181420764007, Standing-Top,-11.413201320132004,2.4723750370116124,0.6019859436616715]	6,0	Current,-11.833333333333334,2.041241452319315	0,063	Standing-Bottum	-11,773	2,02	0,155	2,187	-11,779	Standing-Bottum	Standing-Top	2,523	0,486	-11,897	1,5350000000000001	-11,914	0,512	Standing-Bottum	0,579	Standing-Bottum	-11,644	2,588	0,0	not set	Standing-Bottum	not set	Standing-Top	0,601	0,666	2,472	-11,413	not set	
65086515951	0,0	1,0	Current	0,0	-11,0	-11,0	[Standing-Bottum,-11.354455445544554,1.6364630348029678,1.6744103222187587, Standing-Bottum,-11.619801980198021,1.6376360655902182,1.7510015356872757, Standing-Bottum,-11.914851485148507,1.5357109124499635,1.7875573407575847, Standing-Top,-10.727722772277225,1.8570097568967434,1.8768644399492738, Standing-Bottum,-11.729372937293723,1.8337648646348894,1.973493972736144, Standing-Bottum,-11.668316831683164,2.0198471588544806,2.1275408180910516]	6,0	Current,-11.0,0.0	1,674	Standing-Bottum	-11,354000000000001	1,6360000000000001	1,7510000000000001	1,637	-11,619	Standing-Bottum	Standing-Bottum	1,5350000000000001	1,7870000000000001	-11,914	1,857	-10,727	1,8760000000000001	Standing-Top	1,973	Standing-Bottum	-11,729000000000001	1,833	0,0	not set	Standing-Bottum	not set	Standing-Bottum	2,1270000000000002	0,833	2,019	-11,668000000000001	not set	
68917213073	3,92	1,0	Current	3,92	-10,766	-10,766	[Moving-Bottum,-10.672277227722775,3.9802512565327817,0.11196196920242614, Moving-Bottum,-10.613531353135313,3.742722186053957,0.23428595431152846, Moving-Bottum,-10.574587458745876,3.659086692325756,0.32401840460305414, Moving-Bottum,-10.646204620462045,3.540011416475024,0.39865809761422877, Standing-Bottum,-11.00660066006601,3.480088950350277,0.5011187281885453, Moving-Bottum,-10.5973597359736,3.4269648676063937,0.5213271711424775]	6,0	Current,-10.766666666666667,3.9200340134578764	0,111	Moving-Bottum	-10,672	3,98	0,234	3,742	-10,613	Moving-Bottum	Moving-Bottum	3,6590000000000003	0,324	-10,574	3,54	-10,646	0,398	Moving-Bottum	0,501	Standing-Bottum	-11,006	3,48	0,0	not set	Moving-Bottum	not set	Moving-Bottum	0,521	0,833	3,426	-10,597	not set	
562673411	9,064	1,0	Current	9,064	-11,166	-11,166	[Empty,-10.325742574257424,3.037135912664483,6.085825568653511, Empty,-10.135643564356442,2.900285656301593,6.249925722517429, Empty,-10.306270627062698,2.777837303178166,6.345349003989952, Empty,-10.453135313531353,2.66817848065762,6.436079471893766, Empty,-10.121122112211228,2.71351231421068,6.436556801915874, Empty,-10.433993399339933,2.6462321701937155,6.460033954772564]	6,0	Current,-11.166666666666666,9.064583093924766	6,085	Empty	-10,325000000000001	3,037	6,2490000000000006	2,9	-10,135	Empty	Empty	2,777	6,345	-10,306000000000001	2,668	-10,453	6,436	Empty	6,436	Empty	-10,121	2,713	0,0	not set	Empty	not set	Empty	6,46	1,0	2,646	-10,433	not set	
24233297255	4,381	1,0	Current	4,381	-12,4	-12,4	[Standing-Top,-11.880528052805275,4.408643916816182,0.5201660785097142, Standing-Top,-10.924422442244218,4.973609610869517,1.5898398890210719, Standing-Bottum,-11.00660066006601,3.480088950350277,1.6597015693122088, Standing-Top,-11.43597359735973,2.757626839478561,1.8887090533416433, Standing-Top,-11.897029702970299,2.523369299181399,1.925271711344375, Standing-Top,-11.413201320132004,2.4723750370116124,2.14932563937727]	6,0	Current,-12.4,4.381780460041329	0,52	Standing-Top	-11,88	4,408	1,589	4,973	-10,924	Standing-Top	Standing-Bottum	3,48	1,659	-11,006	2,757	-11,435	1,8880000000000001	Standing-Top	1,925	Standing-Top	-11,897	2,523	0,0	not set	Standing-Top	not set	Standing-Top	2,149	0,833	2,472	-11,413	not set	
69318871772	2,6830000000000003	1,0	Current	2,6830000000000003	-10,4	-10,4	[Empty,-10.433993399339933,2.6462321701937155,0.050281303155026484, Empty,-10.453135313531353,2.66817848065762,0.055240066458776056, Empty,-10.371947194719468,2.6294875302805223,0.060669258411367055, Empty,-10.306270627062698,2.777837303178166,0.13313895545930154, Empty,-10.334653465346536,2.4561359309822355,0.236358440252858, Empty,-10.121122112211228,2.71351231421068,0.2805116290132893]	6,0	Current,-10.4,2.683281572999747	0,05	Empty	-10,433	2,646	0,055	2,668	-10,453	Empty	Empty	2,629	0,06	-10,371	2,777	-10,306000000000001	0,133	Empty	0,23600000000000002	Empty	-10,334	2,456	0,0	not set	Empty	not set	Empty	0,28	1,0	2,713	-10,121	not set	
67822235472	2,6390000000000002	1,0	Current	2,6390000000000002	-10,633000000000001	-10,633000000000001	[Empty,-10.453135313531353,2.66817848065762,0.182474586004892, Empty,-10.433993399339933,2.6462321701937155,0.1994554669570699, Empty,-10.371947194719468,2.6294875302805223,0.261575710712657, Empty,-10.334653465346536,2.4561359309822355,0.3504449360645109, Empty,-10.306270627062698,2.777837303178166,0.35513745700004534, Standing-Top,-10.892739273927395,2.2924412979996482,0.43324656384264754]	6,0	Current,-10.633333333333333,2.639444385977221	0,182	Empty	-10,453	2,668	0,199	2,646	-10,433	Empty	Empty	2,629	0,261	-10,371	2,456	-10,334	0,35000000000000003	Empty	0,355	Empty	-10,306000000000001	2,777	0,0	not set	Empty	not set	Standing-Top	0,433	0,833	2,2920000000000003	-10,892	not set	
52532402478	2,714	1,0	Current	2,714	-10,433	-10,433	[Empty,-10.121122112211228,2.71351231421068,0.31221189376334796, Empty,-10.135643564356442,2.900285656301593,0.35108661365899024, Empty,-10.137953795379541,2.4992532173942985,0.3652864188069561, Empty,-10.161056105610568,2.4705529508070816,0.3653484324828316, Empty,-10.143564356435641,2.404700144854145,0.4239477660246464, Empty,-10.224752475247529,2.2506401081470657,0.5082883370359748]	6,0	Current,-10.433333333333334,2.714160398109637	0,312	Empty	-10,121	2,713	0,35100000000000003	2,9	-10,135	Empty	Empty	2,499	0,365	-10,137	2,47	-10,161	0,365	Empty	0,423	Empty	-10,143	2,404	0,0	not set	Empty	not set	Empty	0,508	1,0	2,25	-10,224	not set	
76724514096	2,041	1,0	Current	2,041	-10,833	-10,833	[Standing-Top,-10.727722772277225,1.8570097568967434,0.21235561731412078, Standing-Top,-10.892739273927395,2.2924412979996482,0.2581287048115499, Standing-Bottum,-10.97359735973597,1.595861640204082,0.46694450863296383, Empty,-10.223762376237625,2.2367349513959045,0.6401519037820533, Empty,-10.224752475247529,2.2506401081470657,0.6435980561584407, Empty,-10.334653465346536,2.4561359309822355,0.6487056645045631]	6,0	Current,-10.833333333333334,2.041241452319315	0,212	Standing-Top	-10,727	1,857	0,258	2,2920000000000003	-10,892	Standing-Top	Standing-Bottum	1,595	0,466	-10,973	2,236	-10,223	0,64	Empty	0,643	Empty	-10,224	2,25	0,0	not set	Empty	not set	Empty	0,648	0,5	2,456	-10,334	not set	
60479990100	2,6830000000000003	1,0	Current	2,6830000000000003	-10,4	-10,4	[Empty,-10.433993399339933,2.6462321701937155,0.050281303155026484, Empty,-10.453135313531353,2.66817848065762,0.055240066458776056, Empty,-10.371947194719468,2.6294875302805223,0.060669258411367055, Empty,-10.306270627062698,2.777837303178166,0.13313895545930154, Empty,-10.334653465346536,2.4561359309822355,0.236358440252858, Empty,-10.121122112211228,2.71351231421068,0.2805116290132893]	6,0	Current,-10.4,2.683281572999747	0,05	Empty	-10,433	2,646	0,055	2,668	-10,453	Empty	Empty	2,629	0,06	-10,371	2,777	-10,306000000000001	0,133	Empty	0,23600000000000002	Empty	-10,334	2,456	0,0	not set	Empty	not set	Empty	0,28	1,0	2,713	-10,121	not set	
