window:30.0	alpha:0.2	knn:6.0	
time	StdDev	source	Datapoint Type	Datapoint Y	Datapoint X	power	Neighbores	destination	Datapoint	Neighbore(1) Distance	Neighbore(1) Type	Neighbore(1) X	Neighbore(1) Y	Neighbore(2) Distance	Neighbore(2) Y	Neighbore(2) X	Neighbore(2) Type	Neighbore(3) Type	Neighbore(3) Y	Neighbore(3) Distance	Neighbore(3) X	Neighbore(4) Y	Neighbore(4) X	Neighbore(4) Distance	Neighbore(4) Type	Neighbore(5) Distance	Neighbore(5) Type	Neighbore(5) X	Neighbore(5) Y	KNNTotalMissfired	KNNStateWeight	KNNState	KNNStateMissfired	Neighbore(6) Type	Neighbore(6) Distance	KNNConfidence	Neighbore(6) Y	Neighbore(6) X	null	
30923086078	2,732	3,0	Current	2,732	-23,466	-23,466	[Empty,-22.267326732673258,2.3532809009246174,1.257870711346163, Empty,-22.06501650165016,2.8291792613982465,1.4049790597793426, Empty,-21.957095709570957,2.167298525016683,1.611918118636565, Empty,-21.542244224422443,2.5379349285608837,1.9342350337356928, Empty,-21.569636963696368,2.226738094667177,1.9632975414673104, Standing-Bottum,-24.393069306930705,4.621983497642039,2.104351061239974]	6,0	Current,-23.466666666666665,2.732520204255893	1,2570000000000001	Empty	-22,267	2,353	1,4040000000000001	2,829	-22,065	Empty	Empty	2,1670000000000003	1,611	-21,957	2,537	-21,542	1,934	Empty	1,963	Empty	-21,569	2,226	0,0	not set	Empty	not set	Standing-Bottum	2,104	0,833	4,621	-24,393	not set	
65086515951	2,994	3,0	Current	2,994	-23,633	-23,633	[Standing-Bottum,-23.754125412541253,2.604801990084302,0.4079313086266059, Empty,-22.267326732673258,2.3532809009246174,1.5089924168251545, Empty,-22.06501650165016,2.8291792613982465,1.5769998610905391, Standing-Bottum,-23.2052805280528,1.301665557349734,1.7460561608901424, Standing-Bottum,-23.12376237623761,1.2753162526841302,1.7930550969544319, Standing-Bottum,-24.393069306930705,4.621983497642039,1.7961344311037988]	6,0	Current,-23.633333333333333,2.9944392908634274	0,40700000000000003	Standing-Bottum	-23,754	2,604	1,508	2,353	-22,267	Empty	Empty	2,829	1,576	-22,065	1,301	-23,205000000000002	1,746	Standing-Bottum	1,793	Standing-Bottum	-23,123	1,2750000000000001	0,0	not set	Standing-Bottum	not set	Standing-Bottum	1,796	0,666	4,621	-24,393	not set	
68917213073	22,645	3,0	Current	22,645	-21,8	-21,8	[Moving-Bottum,-22.931353135313525,23.328184223902237,1.3215826442058058, Moving-Bottum,-24.342904290429033,23.081739537734563,2.5801215085124407, Moving-Bottum,-22.53696369636965,25.368255919391604,2.82112748258145, Moving-Bottum,-24.750495049504963,23.24370058953516,3.010607637637201, Moving-Top,-19.334983498349843,25.302183014242743,3.62442567911245, Moving-Bottum,-24.803630363036326,24.965040535289187,3.795257066695062]	6,0	Current,-21.8,22.64508776754906	1,321	Moving-Bottum	-22,931	23,328	2,58	23,081	-24,342	Moving-Bottum	Moving-Bottum	25,368000000000002	2,821	-22,536	23,243000000000002	-24,75	3,0100000000000002	Moving-Bottum	3,624	Moving-Top	-19,334	25,302	0,0	not set	Moving-Bottum	not set	Moving-Bottum	3,795	0,833	24,965	-24,803	not set	
562673411	16,206	3,0	Current	16,206	-18,666	-18,666	[Empty,-22.06501650165016,2.8291792613982465,13.80270693780153, Empty,-21.33861386138613,2.6270398863782027,13.840320289666046, Empty,-21.10990099009902,2.48891036117175,13.933959342761911, Empty,-21.542244224422443,2.5379349285608837,13.968254452044567, Empty,-21.569636963696368,2.226738094667177,14.278473384968057, Empty,-22.267326732673258,2.3532809009246174,14.313983719732517]	6,0	Current,-18.666666666666668,16.206994374857626	13,802	Empty	-22,065	2,829	13,84	2,6270000000000002	-21,338	Empty	Empty	2,488	13,933	-21,109	2,537	-21,542	13,968	Empty	14,278	Empty	-21,569	2,226	0,0	not set	Empty	not set	Empty	14,313	1,0	2,353	-22,267	not set	
24233297255	5,244	3,0	Current	5,244	-26,5	-26,5	[Standing-Bottum,-25.528712871287127,6.6881059031798635,1.7403197324089612, Standing-Bottum,-24.393069306930705,4.621983497642039,2.196842396176576, Standing-Bottum,-26.806600660066007,7.954529693507272,2.72777113296103, Empty,-22.06501650165016,2.8291792613982465,5.04981697684397, Empty,-22.267326732673258,2.3532809009246174,5.1256253935889005, Empty,-21.957095709570957,2.167298525016683,5.486742530126772]	6,0	Current,-26.5,5.244044240850758	1,74	Standing-Bottum	-25,528000000000002	6,688	2,196	4,621	-24,393	Standing-Bottum	Standing-Bottum	7,954	2,727	-26,806	2,829	-22,065	5,049	Empty	5,125	Empty	-22,267	2,353	0,0	not set	Empty	not set	Empty	5,486	0,5	2,1670000000000003	-21,957	not set	
69318871772	2,509	3,0	Current	2,509	-15,700000000000001	-15,700000000000001	[Standing-Top,-15.752805280528056,3.4342313244211433,0.9257584788706842, Standing-Top,-16.034323432343236,3.476580888035861,1.0227850606448636, Standing-Top,-15.795379537953794,4.031865801069875,1.52487160294478, Standing-Top,-17.237953795379543,1.8324992364608097,1.6805600761490047, Standing-Top,-17.237623762376227,1.7461409954664833,1.716897487061286, Standing-Top,-15.925082508250817,4.312433632495706,1.8164528471333365]	6,0	Current,-15.7,2.509980079602227	0,925	Standing-Top	-15,752	3,434	1,022	3,476	-16,034	Standing-Top	Standing-Top	4,031	1,524	-15,795	1,832	-17,237000000000002	1,68	Standing-Top	1,716	Standing-Top	-17,237000000000002	1,746	0,0	not set	Standing-Top	not set	Standing-Top	1,816	1,0	4,312	-15,925	not set	
67822235472	0,0	3,0	Current	0,0	-16,0	-16,0	[Standing-Top,-17.237623762376227,1.7461409954664833,2.1402618889395217, Standing-Top,-17.237953795379543,1.8324992364608097,2.2114662672363026, Standing-Top,-18.385808580858097,1.3816354077965411,2.756990929359986, Standing-Top,-18.10891089108911,2.3371422255013434,3.1479737814625515, Standing-Top,-15.752805280528056,3.4342313244211433,3.443116323764013, Standing-Top,-16.034323432343236,3.476580888035861,3.4767503173314065]	6,0	Current,-16.0,0.0	2,14	Standing-Top	-17,237000000000002	1,746	2,211	1,832	-17,237000000000002	Standing-Top	Standing-Top	1,381	2,7560000000000002	-18,385	2,337	-18,108	3,1470000000000002	Standing-Top	3,443	Standing-Top	-15,752	3,434	0,0	not set	Standing-Top	not set	Standing-Top	3,476	1,0	3,476	-16,034	not set	
52532402478	2,732	3,0	Current	2,732	-21,533	-21,533	[Empty,-21.542244224422443,2.5379349285608837,0.19478920272259653, Empty,-21.569636963696368,2.226738094667177,0.5070833224999102, Empty,-21.208580858085817,1.7401867472052743,1.0441215734584848, Empty,-21.131023102310234,1.4926219746236769,1.3035340969192042, Empty,-20.94125412541256,1.1198099431389843,1.717961633670514, Empty,-20.957095709570982,0.9870399230171549,1.8381379739379053]	6,0	Current,-21.533333333333335,2.732520204255893	0,194	Empty	-21,542	2,537	0,507	2,226	-21,569	Empty	Empty	1,74	1,044	-21,208000000000002	1,492	-21,131	1,303	Empty	1,717	Empty	-20,941	1,119	0,0	not set	Empty	not set	Empty	1,838	1,0	0,987	-20,957	not set	
76724514096	3,983	3,0	Current	3,983	-22,066	-22,066	[Empty,-22.06501650165016,2.8291792613982465,1.1541203839852074, Empty,-21.542244224422443,2.5379349285608837,1.5375612678377746, Empty,-21.33861386138613,2.6270398863782027,1.5393174530288114, Empty,-22.267326732673258,2.3532809009246174,1.6423220523063817, Empty,-21.10990099009902,2.48891036117175,1.7744284619971187, Standing-Bottum,-22.977227722772284,2.417831363357395,1.8110242089331314]	6,0	Current,-22.066666666666666,3.9832984656772417	1,154	Empty	-22,065	2,829	1,537	2,537	-21,542	Empty	Empty	2,6270000000000002	1,539	-21,338	2,353	-22,267	1,6420000000000001	Empty	1,774	Empty	-21,109	2,488	0,0	not set	Empty	not set	Standing-Bottum	1,811	0,833	2,4170000000000003	-22,977	not set	
60479990100	2,738	3,0	Current	2,738	-16,5	-16,5	[Standing-Top,-16.034323432343236,3.476580888035861,0.872611931522236, Standing-Top,-15.752805280528056,3.4342313244211433,1.0208746728561406, Standing-Top,-17.237953795379543,1.8324992364608097,1.1685964108873235, Standing-Top,-17.237623762376227,1.7461409954664833,1.2365634123875544, Standing-Top,-18.10891089108911,2.3371422255013434,1.6582439107795364, Standing-Top,-15.925082508250817,4.312433632495706,1.6755423523089068]	6,0	Current,-16.5,2.7386127875258306	0,872	Standing-Top	-16,034	3,476	1,02	3,434	-15,752	Standing-Top	Standing-Top	1,832	1,168	-17,237000000000002	1,746	-17,237000000000002	1,236	Standing-Top	1,6580000000000001	Standing-Top	-18,108	2,337	0,0	not set	Standing-Top	not set	Standing-Top	1,675	1,0	4,312	-15,925	not set	
