window:30.0	alpha:0.2	knn:6.0	
time	StdDev	source	Datapoint Type	Datapoint Y	Datapoint X	power	Neighbores	destination	Datapoint	Neighbore(1) Distance	Neighbore(1) Type	Neighbore(1) X	Neighbore(1) Y	Neighbore(2) Distance	Neighbore(2) Y	Neighbore(2) X	Neighbore(2) Type	Neighbore(3) Type	Neighbore(3) Y	Neighbore(3) Distance	Neighbore(3) X	Neighbore(4) Y	Neighbore(4) X	Neighbore(4) Distance	Neighbore(4) Type	Neighbore(5) Distance	Neighbore(5) Type	Neighbore(5) X	Neighbore(5) Y	KNNTotalMissfired	KNNStateWeight	KNNState	KNNStateMissfired	Neighbore(6) Type	Neighbore(6) Distance	KNNConfidence	Neighbore(6) Y	Neighbore(6) X	null	
45881976228	0,0	6,0	Current	0,0	-17,0	-17,0	[Empty,-17.0,0.0,0.0, Empty,-17.0,0.0,0.0, Empty,-17.0,0.0,0.0, Empty,-16.994059405940597,0.15145506149518354,0.151571522095308, Empty,-16.98184818481848,0.23538239172371617,0.23608125450353099, Empty,-16.990099009900998,0.29203725155945776,0.2922050408588848]	2,0	Current,-17.0,0.0	0,0	Empty	-17,0	0,0	0,0	0,0	-17,0	Empty	Empty	0,0	0,0	-17,0	0,151	-16,994	0,151	Empty	0,23600000000000002	Empty	-16,981	0,23500000000000001	0,0	not set	Empty	not set	Empty	0,292	1,0	0,292	-16,990000000000002	not set	
16554633925	2,714	6,0	Current	2,714	-20,566	-20,566	[Standing-Top,-21.171947194719472,5.738472224431751,3.084287039247755, Standing-Top,-23.724752475247538,4.261868934862623,3.5169457899003738, Empty,-16.841584158415838,1.3409510804051015,3.9701314239590157, Empty,-16.609900990099003,2.162966263630998,3.9949730403530403, Empty,-16.94059405940594,0.9206648641982405,4.045371278793423, Empty,-16.93663366336635,0.8948051860767403,4.060442462663494]	2,0	Current,-20.566666666666666,2.7141603981096374	3,084	Standing-Top	-21,171	5,738	3,516	4,261	-23,724	Standing-Top	Empty	1,34	3,97	-16,841	2,162	-16,609	3,994	Empty	4,045	Empty	-16,94	0,92	0,0	not set	Empty	not set	Empty	4,0600000000000005	0,666	0,894	-16,936	not set	
61619411054	1,643	6,0	Current	1,643	-17,1	-17,1	[Empty,-16.841584158415838,1.3409510804051015,0.3976350282966444, Empty,-16.881188118811885,0.989018151550793,0.6897754961778761, Empty,-16.609900990099003,2.162966263630998,0.7144141759732917, Empty,-16.94059405940594,0.9206648641982405,0.7398787481222862, Empty,-16.93663366336635,0.8948051860767403,0.7659862734108874, Empty,-16.95049504950495,0.8005772358788334,0.8557513506469575]	2,0	Current,-17.1,1.6431676725154978	0,397	Empty	-16,841	1,34	0,6890000000000001	0,989	-16,881	Empty	Empty	2,162	0,714	-16,609	0,92	-16,94	0,739	Empty	0,765	Empty	-16,936	0,894	0,0	not set	Empty	not set	Empty	0,855	1,0	0,8	-16,95	not set	
84854396375	14,469	6,0	Current	14,469	-15,233	-15,233	[Moving-Top,-16.388118811881185,15.113363291453688,1.322149355994221, Moving-Top,-15.453465346534648,16.296264712701383,1.839972165940534, Moving-Top,-15.337293729372934,11.678313466474213,2.793130078251958, Moving-Top,-15.525412541254127,18.102615906001958,3.644829500658538, Moving-Top,-14.890759075907594,18.166570522127607,3.7129001011622167, Moving-Top,-15.716171617161727,18.677948427617423,4.236047947631946]	2,0	Current,-15.233333333333333,14.46950816948063	1,322	Moving-Top	-16,388	15,113	1,839	16,296	-15,453000000000001	Moving-Top	Moving-Top	11,678	2,793	-15,337	18,102	-15,525	3,644	Moving-Top	3,712	Moving-Top	-14,89	18,166	0,0	not set	Moving-Top	not set	Moving-Top	4,236	1,0	18,677	-15,716000000000001	not set	
92841880641	5,0360000000000005	6,0	Current	5,0360000000000005	-17,566	-17,566	[Standing-Top,-17.948184818481845,6.362509133608665,1.3797710965190473, Standing-Top,-18.02244224422442,3.703494201265795,1.40880245141666, Standing-Top,-19.08943894389439,4.775679568923695,1.5449530817221662, Standing-Top,-17.669636963696366,3.4916953846757357,1.5482657250167078, Standing-Top,-19.42343234323432,4.691790837424817,1.888498364755352, Standing-Top,-19.594389438943917,5.442373930490578,2.067937702249361]	2,0	Current,-17.566666666666666,5.036533199202273	1,379	Standing-Top	-17,948	6,362	1,408	3,7030000000000003	-18,022000000000002	Standing-Top	Standing-Top	4,775	1,544	-19,089	3,491	-17,669	1,548	Standing-Top	1,8880000000000001	Standing-Top	-19,423000000000002	4,691	0,0	not set	Standing-Top	not set	Standing-Top	2,067	1,0	5,442	-19,594	not set	
85874009570	18,439	6,0	Current	18,439	-14,0	-14,0	[Moving-Bottum,-14.225082508250832,18.864208804260226,0.48102916347899743, Moving-Bottum,-14.746864686468642,18.843164363288828,0.849166549116531, Moving-Top,-14.890759075907594,18.166570522127607,0.9315138246637752, Moving-Bottum,-15.094719471947206,18.560839686706277,1.1014690067234343, Moving-Bottum,-15.378547854785474,18.415604971776958,1.3787478679959868, Moving-Top,-14.762706270627058,19.76536822845131,1.529946951250754]	2,0	Current,-14.0,18.439088914585774	0,481	Moving-Bottum	-14,225	18,864	0,849	18,843	-14,746	Moving-Bottum	Moving-Top	18,166	0,931	-14,89	18,56	-15,094000000000001	1,101	Moving-Bottum	1,3780000000000001	Moving-Bottum	-15,378	18,415	0,0	not set	Moving-Bottum	not set	Moving-Top	1,5290000000000001	0,666	19,765	-14,762	not set	
39257340516	22,687	6,0	Current	22,687	-14,9	-14,9	[Moving-Top,-15.712541254125407,22.441961527625182,0.8486857353730669, Moving-Top,-15.447194719471948,21.60124619049556,1.2158473915212262, Moving-Top,-16.952145214521458,23.19469836792275,2.1140144087837616, Moving-Top,-16.65115511551155,21.296486036631656,2.2360847973484703, Moving-Top,-16.967986798679867,23.7433757405629,2.3221752003908303, Moving-Top,-15.50495049504951,20.19278258526577,2.5665324898735205]	2,0	Current,-14.9,22.68700068321064	0,848	Moving-Top	-15,712	22,441	1,215	21,601	-15,447000000000001	Moving-Top	Moving-Top	23,194	2,114	-16,952	21,296	-16,651	2,236	Moving-Top	2,322	Moving-Top	-16,967	23,743000000000002	0,0	not set	Moving-Top	not set	Moving-Top	2,566	1,0	20,192	-15,504	not set	
14259377328	2,581	6,0	Current	2,581	-20,666	-20,666	[Standing-Top,-23.724752475247538,4.261868934862623,3.489109593100873, Empty,-16.841584158415838,1.3409510804051015,4.021371788123509, Empty,-16.609900990099003,2.162966263630998,4.078348651384311, Empty,-16.94059405940594,0.9206648641982405,4.07965863989997, Empty,-16.93663366336635,0.8948051860767403,4.093865542699926, Empty,-16.881188118811885,0.989018151550793,4.106994476941537]	2,0	Current,-20.666666666666668,2.5819888974716116	3,489	Standing-Top	-23,724	4,261	4,021	1,34	-16,841	Empty	Empty	2,162	4,078	-16,609	0,92	-16,94	4,079	Empty	4,093	Empty	-16,936	0,894	0,0	not set	Empty	not set	Empty	4,106	0,833	0,989	-16,881	not set	
78712537761	0,983	6,0	Current	0,983	-16,966	-16,966	[Empty,-16.881188118811885,0.989018151550793,0.0856768653147503, Empty,-16.93663366336635,0.8948051860767403,0.09335000990285235, Empty,-16.95049504950495,0.8005772358788334,0.18332949186204148, Empty,-16.920792079207924,0.7971809936888233,0.1915844516087992, Empty,-16.942904290429045,0.6446568210684799,0.33936819567201004, Empty,-16.841584158415838,1.3409510804051015,0.37899490242240846]	2,0	Current,-16.966666666666665,0.983192080250175	0,085	Empty	-16,881	0,989	0,093	0,894	-16,936	Empty	Empty	0,8	0,183	-16,95	0,797	-16,92	0,191	Empty	0,339	Empty	-16,942	0,644	0,0	not set	Empty	not set	Empty	0,378	1,0	1,34	-16,841	not set	
64311227215	5,787	6,0	Current	5,787	-20,5	-20,5	[Standing-Top,-21.171947194719472,5.738472224431751,0.6737640253473617, Standing-Top,-19.594389438943917,5.442373930490578,0.9692943331225338, Standing-Top,-20.700330033003297,3.14013216669928,2.655353899491829, Standing-Top,-19.363036303630366,3.387288672480974,2.656258606060759, Standing-Top,-18.02244224422442,3.703494201265795,3.2377641803767774, Standing-Top,-23.724752475247538,4.261868934862623,3.567612037977808]	2,0	Current,-20.5,5.787918451395113	0,673	Standing-Top	-21,171	5,738	0,969	5,442	-19,594	Standing-Top	Standing-Top	3,14	2,6550000000000002	-20,7	3,387	-19,363	2,656	Standing-Top	3,237	Standing-Top	-18,022000000000002	3,7030000000000003	0,0	not set	Standing-Top	not set	Standing-Top	3,567	1,0	4,261	-23,724	not set	
