window:30.0	alpha:0.2	knn:6.0	
time	StdDev	source	Datapoint Type	Datapoint Y	Datapoint X	power	Neighbores	destination	Datapoint	Neighbore(1) Distance	Neighbore(1) Type	Neighbore(1) X	Neighbore(1) Y	Neighbore(2) Distance	Neighbore(2) Y	Neighbore(2) X	Neighbore(2) Type	Neighbore(3) Type	Neighbore(3) Y	Neighbore(3) Distance	Neighbore(3) X	Neighbore(4) Y	Neighbore(4) X	Neighbore(4) Distance	Neighbore(4) Type	Neighbore(5) Distance	Neighbore(5) Type	Neighbore(5) X	Neighbore(5) Y	KNNTotalMissfired	KNNStateWeight	KNNState	KNNStateMissfired	Neighbore(6) Type	Neighbore(6) Distance	KNNConfidence	Neighbore(6) Y	Neighbore(6) X	null	
30524959234	2,738	6,0	Current	2,738	-22,5	-22,5	[Empty,-22.473927392739302,2.617823043077715,0.1235716116800765, Empty,-22.61914191419143,2.17596466822236,0.5751240751985006, Empty,-22.609900990099014,1.8261598301446162,0.9190476739856686, Empty,-22.963366336633673,0.759679423323363,2.0324580246290465]	3,0	Current,-22.5,2.7386127875258306	0,123	Empty	-22,473	2,617	0,5750000000000001	2,1750000000000003	-22,619	Empty	Empty	1,826	0,919	-22,609	0,759	-22,963	2,032	Empty	not set	not set	not set	not set	not set	not set	not set	not set	not set	not set	not set	not set	not set	not set	
71044109410	3,06	6,0	Current	3,06	-23,233	-23,233	[Empty,-22.53498349834983,3.0609250399974313,0.6983499636933066, Empty,-22.44257425742574,2.715782605630853,0.8626301182134021, Empty,-22.473927392739302,2.617823043077715,0.8790114896405856, Empty,-22.670297029702965,2.1782903398666864,1.0465684943119027, Empty,-22.61914191419143,2.17596466822236,1.076863829383521, Empty,-22.609900990099014,1.8261598301446162,1.3828471099281083]	3,0	Current,-23.233333333333334,3.0605010483034714	0,6980000000000001	Empty	-22,534	3,06	0,862	2,715	-22,442	Empty	Empty	2,617	0,879	-22,473	2,178	-22,67	1,046	Empty	1,076	Empty	-22,619	2,1750000000000003	0,0	not set	Empty	not set	Empty	1,3820000000000001	1,0	1,826	-22,609	not set	
19968447179	34,517	6,0	Current	34,517	-32,866	-32,866	[Moving-Bottum,-25.436633663366337,31.84543653410231,7.8959482972182515, Moving-Bottum,-27.066996699669986,27.803449778123746,8.872224387043078, Moving-Top,-22.268316831683173,37.566977672300986,11.028306784610951, Moving-Bottum,-26.454785478547855,25.455474477072684,11.101119453623337, Moving-Top,-21.639603960396038,30.061104247076152,12.079219513661565, Standing-Bottum,-38.11683168316832,22.839392211532335,12.804117772201861]	3,0	Current,-32.86666666666667,34.517628346493716	7,8950000000000005	Moving-Bottum	-25,436	31,845000000000002	8,872	27,803	-27,066	Moving-Bottum	Moving-Top	37,566	11,028	-22,268	25,455000000000002	-26,454	11,101	Moving-Bottum	12,079	Moving-Top	-21,639	30,061	0,0	not set	Moving-Bottum	not set	Standing-Bottum	12,804	0,5	22,839000000000002	-38,116	not set	
58795884811	19,03	6,0	Current	19,03	-23,166	-23,166	[Standing-Top,-22.435973597359745,18.25359487746506,1.0666625379599306, Moving-Bottum,-26.12640264026402,20.586553449079844,3.3437686211613866, Moving-Bottum,-26.152475247524748,24.6155530812247,6.332921430506684, Moving-Top,-18.394389438943904,23.46218431546145,6.512517725203504, Moving-Top,-20.212211221122114,25.415047008494486,7.03484097355266, Moving-Top,-20.137953795379534,25.536149484020214,7.175951089421367]	3,0	Current,-23.166666666666668,19.030676989184244	1,066	Standing-Top	-22,435	18,253	3,343	20,586000000000002	-26,126	Moving-Bottum	Moving-Bottum	24,615000000000002	6,332	-26,152	23,462	-18,394000000000002	6,5120000000000005	Moving-Top	7,034	Moving-Top	-20,212	25,415	0,0	not set	Moving-Top	not set	Moving-Top	7,175	0,5	25,536	-20,137	not set	
56493580490	1,366	6,0	Current	1,366	-23,066	-23,066	[Empty,-22.84191419141913,1.5340264265899444,0.2804625015102434, Empty,-22.963366336633673,0.759679423323363,0.6153138045615061, Empty,-22.609900990099014,1.8261598301446162,0.6481841120546782, Empty,-22.988448844884484,0.5501947750713654,0.8198052486220826, Empty,-22.670297029702965,2.1782903398666864,0.9036050000463531, Empty,-22.61914191419143,2.17596466822236,0.9251485764093044]	3,0	Current,-23.066666666666666,1.366260102127947	0,28	Empty	-22,841	1,534	0,615	0,759	-22,963	Empty	Empty	1,826	0,648	-22,609	0,55	-22,988	0,8190000000000001	Empty	0,903	Empty	-22,67	2,178	0,0	not set	Empty	not set	Empty	0,925	1,0	2,1750000000000003	-22,619	not set	
61076413009	4,505	6,0	Current	4,505	-16,7	-16,7	[Standing-Top,-16.805610561056096,2.9735645095829817,1.5356235414409038, Standing-Top,-18.13201320132015,3.109358237703981,2.000004798702669, Standing-Top,-18.13333333333333,3.037822295409299,2.0515056210127867, Standing-Top,-19.16567656765677,3.7215612738683013,2.5873157131398057, Standing-Top,-19.87392739273927,3.7655017636733032,3.2590626934310043, Standing-Top,-18.688448844884498,1.8768276405878153,3.296076645377885]	3,0	Current,-16.7,4.505552130427524	1,5350000000000001	Standing-Top	-16,805	2,973	2,0	3,109	-18,132	Standing-Top	Standing-Top	3,037	2,051	-18,133	3,721	-19,165	2,587	Standing-Top	3,259	Standing-Top	-19,873	3,765	0,0	not set	Standing-Top	not set	Standing-Top	3,2960000000000003	1,0	1,8760000000000001	-18,688	not set	
40482952359	4,226	6,0	Current	4,226	-20,733	-20,733	[Standing-Top,-20.395709570957102,3.469193926706417,0.829521103529366, Standing-Top,-19.87392739273927,3.7655017636733032,0.9754307016512374, Standing-Top,-19.16567656765677,3.7215612738683013,1.647092267444819, Empty,-22.53498349834983,3.0609250399974313,2.1460280172223105, Empty,-22.44257425742574,2.715782605630853,2.281441267908423, Standing-Top,-19.32739273927393,2.331130276148054,2.3602127448165926]	3,0	Current,-20.733333333333334,4.226897995772629	0,8290000000000001	Standing-Top	-20,395	3,469	0,975	3,765	-19,873	Standing-Top	Standing-Top	3,721	1,647	-19,165	3,06	-22,534	2,146	Empty	2,281	Empty	-22,442	2,715	0,0	not set	Standing-Top	not set	Standing-Top	2,36	0,666	2,331	-19,327	not set	
16759128648	5,913	6,0	Current	5,913	-26,366	-26,366	[Standing-Bottum,-25.808250825082492,5.934363660214983,0.5588144013003774, Standing-Bottum,-27.560726072607274,7.488670575464557,1.9767878645474273, Empty,-22.53498349834983,3.0609250399974313,4.776779421652934, Empty,-22.44257425742574,2.715782605630853,5.0618549241889, Empty,-22.473927392739302,2.617823043077715,5.100327099309518, Empty,-22.670297029702965,2.1782903398666864,5.254822668838283]	3,0	Current,-26.366666666666667,5.913261931173577	0,558	Standing-Bottum	-25,808	5,934	1,976	7,488	-27,560000000000002	Standing-Bottum	Empty	3,06	4,776	-22,534	2,715	-22,442	5,061	Empty	5,1000000000000005	Empty	-22,473	2,617	0,0	not set	Empty	not set	Empty	5,2540000000000004	0,666	2,178	-22,67	not set	
59048320400	10,948	6,0	Current	10,948	-30,266000000000002	-30,266000000000002	[Standing-Bottum,-27.5009900990099,12.24633432087964,3.05510961062685, Standing-Bottum,-26.503630363036308,9.300083258558491,4.108195525943736, Standing-Bottum,-27.560726072607274,7.488670575464557,4.392219334873777, Standing-Bottum,-29.848844884488436,5.81657832485952,5.148766424136255, Standing-Bottum,-26.153465346534666,7.15258658879567,5.596994605771124, Standing-Bottum,-26.45775577557755,6.664129832757863,5.732578965718589]	3,0	Current,-30.266666666666666,10.948363652467277	3,055	Standing-Bottum	-27,5	12,246	4,108	9,3	-26,503	Standing-Bottum	Standing-Bottum	7,488	4,392	-27,560000000000002	5,816	-29,848	5,148	Standing-Bottum	5,596	Standing-Bottum	-26,153000000000002	7,152	0,0	not set	Standing-Bottum	not set	Standing-Bottum	5,732	1,0	6,664	-26,457	not set	
42081108925	26,067	6,0	Current	26,067	-26,5	-26,5	[Moving-Bottum,-26.454785478547855,25.455474477072684,0.6134149582687836, Moving-Bottum,-27.066996699669986,27.803449778123746,1.826465531464831, Moving-Bottum,-26.549834983498354,28.15039273106555,2.083767942650023, Moving-Bottum,-27.035643564356445,28.406225306890633,2.399553319362406, Moving-Bottum,-26.442244224422442,28.505536815886224,2.4389999477266784, Moving-Bottum,-26.12640264026402,20.586553449079844,5.493385982163869]	3,0	Current,-26.5,26.06722079547415	0,613	Moving-Bottum	-26,454	25,455000000000002	1,826	27,803	-27,066	Moving-Bottum	Moving-Bottum	28,150000000000002	2,083	-26,549	28,406000000000002	-27,035	2,399	Moving-Bottum	2,438	Moving-Bottum	-26,442	28,505	0,0	not set	Moving-Bottum	not set	Moving-Bottum	5,493	1,0	20,586000000000002	-26,126	not set	
