window:30.0	alpha:0.2	knn:6.0	
time	StdDev	source	Datapoint Type	Datapoint Y	Datapoint X	power	Neighbores	destination	Datapoint	Neighbore(1) Distance	Neighbore(1) Type	Neighbore(1) X	Neighbore(1) Y	Neighbore(2) Distance	Neighbore(2) Y	Neighbore(2) X	Neighbore(2) Type	Neighbore(3) Type	Neighbore(3) Y	Neighbore(3) Distance	Neighbore(3) X	Neighbore(4) Y	Neighbore(4) X	Neighbore(4) Distance	Neighbore(4) Type	Neighbore(5) Distance	Neighbore(5) Type	Neighbore(5) X	Neighbore(5) Y	KNNTotalMissfired	KNNStateWeight	KNNState	KNNStateMissfired	Neighbore(6) Type	Neighbore(6) Distance	KNNConfidence	Neighbore(6) Y	Neighbore(6) X	null	
45881976228	2,738	7,0	Current	2,738	-0,5	-0,5	[Empty,-0.6062706270627068,2.656293837633305,0.13442416333274695, Empty,-0.742244224422442,2.234256175778947,0.5595157335400203, Empty,-0.8462046204620454,1.9178964174520243,0.8907485612317282, Empty,-0.8537953795379521,1.844543809615166,0.9615250947555263, Empty,-0.933333333333333,1.3125291620782984,1.4904671363526787, Empty,-1.0207920792079204,0.8126964386672004,1.9950885124642128]	2,0	Current,-0.5,2.7386127875258306	0,134	Empty	-0,606	2,656	0,559	2,234	-0,742	Empty	Empty	1,917	0,89	-0,846	1,844	-0,853	0,961	Empty	1,49	Empty	-0,933	1,312	0,0	not set	Empty	not set	Empty	1,995	1,0	0,812	-1,02	not set	
16554633925	5,2780000000000005	7,0	Current	5,2780000000000005	-2,733	-2,733	[Standing-Top,-2.7326732673267333,5.129127388278985,0.1497628382727815, Standing-Top,-3.2409240924092355,5.768167595728117,0.7050121602444915, Standing-Top,-3.557425742574257,7.852584112703583,2.702412996927443, Empty,-0.6062706270627068,2.656293837633305,3.3767439858440835, Empty,-0.5075907590759076,2.6075119397864945,3.4770942159086964, Empty,-0.5554455445544556,2.5458293097171936,3.4946829963011936]	2,0	Current,-2.7333333333333334,5.278888771954438	0,149	Standing-Top	-2,732	5,1290000000000004	0,705	5,768	-3,24	Standing-Top	Standing-Top	7,852	2,702	-3,557	2,656	-0,606	3,376	Empty	3,477	Empty	-0,507	2,607	0,0	not set	Empty	not set	Empty	3,494	0,5	2,545	-0,555	not set	
61619411054	5,5040000000000004	7,0	Current	5,5040000000000004	-2,7	-2,7	[Standing-Top,-2.733993399339934,5.308113781742517,0.1993494820195581, Standing-Top,-2.8699669966996733,5.3627188800292895,0.2213662685854767, Standing-Top,-2.815181518151816,5.311339509997593,0.2249324208349978, Standing-Top,-2.7079207920792068,5.161800951658224,0.3428341388018416, Standing-Top,-2.7326732673267333,5.129127388278985,0.3768353191503655, Standing-Top,-2.9947194719471937,5.214057735668077,0.41381347444137795]	2,0	Current,-2.7,5.504543577809157	0,199	Standing-Top	-2,733	5,308	0,221	5,362	-2,869	Standing-Top	Standing-Top	5,311	0,224	-2,815	5,1610000000000005	-2,707	0,342	Standing-Top	0,376	Standing-Top	-2,732	5,1290000000000004	0,0	not set	Standing-Top	not set	Standing-Top	0,41300000000000003	1,0	5,214	-2,994	not set	
84854396375	4,996	7,0	Current	4,996	-5,3660000000000005	-5,3660000000000005	[Standing-Bottum,-5.625412541254125,4.812940668816183,0.31733934730980373, Moving-Top,-5.6386138613861405,5.437237222923255,0.5177438280232696, Moving-Top,-5.4029702970297,5.697523453319432,0.7017975117330566, Moving-Top,-5.169636963696365,5.965019366547153,0.9881952279536217, Standing-Top,-5.030033003300329,6.079159455744384,1.133629246650991, Standing-Bottum,-5.778217821782181,6.217253612263586,1.2881030856515274]	2,0	Current,-5.366666666666666,4.996665554814197	0,317	Standing-Bottum	-5,625	4,812	0,517	5,437	-5,638	Moving-Top	Moving-Top	5,697	0,7010000000000001	-5,402	5,965	-5,1690000000000005	0,988	Moving-Top	1,133	Standing-Top	-5,03	6,079	0,0	not set	Moving-Top	not set	Standing-Bottum	1,288	0,5	6,2170000000000005	-5,7780000000000005	not set	
92841880641	7,529	7,0	Current	7,529	-5,1000000000000005	-5,1000000000000005	[Standing-Top,-3.804620462046205,6.923443504840361,1.43033088327883, Standing-Top,-5.030033003300329,6.079159455744384,1.4524669569838826, Standing-Top,-3.557425742574257,7.852584112703583,1.5759550783686005, Standing-Top,-3.7765676567656765,6.622447162398468,1.6046859041094403, Standing-Top,-3.1904290429042916,6.444834171766061,2.1963415984112715, Standing-Top,-3.2409240924092355,5.768167595728117,2.5612508811290726]	2,0	Current,-5.1,7.52994023880668	1,43	Standing-Top	-3,8040000000000003	6,923	1,452	6,079	-5,03	Standing-Top	Standing-Top	7,852	1,575	-3,557	6,622	-3,7760000000000002	1,604	Standing-Top	2,196	Standing-Top	-3,19	6,444	0,0	not set	Standing-Top	not set	Standing-Top	2,561	1,0	5,768	-3,24	not set	
85874009570	16,887	7,0	Current	16,887	-2,4	-2,4	[Moving-Bottum,-2.6765676567656764,17.448569371245824,0.6252027975392673, Moving-Bottum,-2.4075907590759065,16.238532640787398,0.6493771920923671, Moving-Bottum,-3.07161716171617,16.97528589870256,0.6772827651385801, Moving-Bottum,-3.0966996699669966,15.8549156791124,1.2459436955589094, Moving-Bottum,-3.431683168316832,16.08446474967172,1.3076019543017399, Moving-Bottum,-2.9161716171617162,18.30484518103779,1.5080665273787623]	2,0	Current,-2.4,16.887865466067637	0,625	Moving-Bottum	-2,676	17,448	0,649	16,238	-2,407	Moving-Bottum	Moving-Bottum	16,975	0,677	-3,071	15,854000000000001	-3,096	1,245	Moving-Bottum	1,307	Moving-Bottum	-3,431	16,084	0,0	not set	Moving-Bottum	not set	Moving-Bottum	1,508	1,0	18,304000000000002	-2,916	not set	
39257340516	25,819	7,0	Current	25,819	-2,333	-2,333	[Moving-Bottum,-3.021782178217822,22.257502644765967,3.628299625973362, Moving-Bottum,-2.6115511551155115,20.526944227139296,5.300251810740525, Moving-Bottum,-3.287128712871287,19.515056919691155,6.376569051464758, Moving-Bottum,-2.6765676567656764,17.448569371245824,8.378353161822911, Moving-Bottum,-3.170957095709573,13.479576672253518,12.368707341092962, Moving-Bottum,-2.744554455445544,13.414497308866368,12.412205492756131]	2,0	Current,-2.3333333333333335,25.81988897471611	3,628	Moving-Bottum	-3,021	22,257	5,3	20,526	-2,611	Moving-Bottum	Moving-Bottum	19,515	6,376	-3,287	17,448	-2,676	8,378	Moving-Bottum	12,368	Moving-Bottum	-3,17	13,479000000000001	0,0	not set	Moving-Bottum	not set	Moving-Bottum	12,412	1,0	13,414	-2,744	not set	
14259377328	5,3660000000000005	7,0	Current	5,3660000000000005	-3,2	-3,2	[Standing-Top,-2.7326732673267333,5.129127388278985,0.5241850952816038, Standing-Top,-3.557425742574257,7.852584112703583,2.511583844578373, Empty,-0.6062706270627068,2.656293837633305,3.751398643694034, Empty,-0.8983498349834987,2.3004134995751895,3.833910162795731, Empty,-0.5075907590759076,2.6075119397864945,3.8550526687866236, Empty,-0.5554455445544556,2.5458293097171936,3.8665498371241456]	2,0	Current,-3.2,5.366563145999496	0,524	Standing-Top	-2,732	5,1290000000000004	2,511	7,852	-3,557	Standing-Top	Empty	2,656	3,751	-0,606	2,3000000000000003	-0,898	3,833	Empty	3,855	Empty	-0,507	2,607	0,0	not set	Empty	not set	Empty	3,866	0,666	2,545	-0,555	not set	
78712537761	3,983	7,0	Current	3,983	-1,066	-1,066	[Empty,-0.6062706270627068,2.656293837633305,1.4046016503382879, Empty,-0.5075907590759076,2.6075119397864945,1.4850435802598412, Empty,-0.5554455445544556,2.5458293097171936,1.525668578043792, Empty,-0.39537953795379505,2.5998198904562644,1.537738396890395, Empty,-0.5079207920792081,2.4588201871266673,1.6236474291363354, Empty,-0.39240924092409235,2.4954065160073937,1.6335377345079451]	2,0	Current,-1.0666666666666667,3.9832984656772434	1,4040000000000001	Empty	-0,606	2,656	1,485	2,607	-0,507	Empty	Empty	2,545	1,5250000000000001	-0,555	2,599	-0,395	1,537	Empty	1,623	Empty	-0,507	2,458	0,0	not set	Empty	not set	Empty	1,633	1,0	2,495	-0,392	not set	
64311227215	5,955	7,0	Current	5,955	-3,133	-3,133	[Standing-Top,-3.2409240924092355,5.768167595728117,0.21593492925065844, Standing-Top,-2.8699669966996733,5.3627188800292895,0.6485526553844335, Standing-Top,-2.815181518151816,5.311339509997593,0.7183461874717981, Standing-Top,-2.9947194719471937,5.214057735668077,0.7541796253454329, Standing-Top,-2.733993399339934,5.308113781742517,0.7605514562799018, Standing-Top,-2.7079207920792068,5.161800951658224,0.9004215439317462]	2,0	Current,-3.1333333333333333,5.955389715767278	0,215	Standing-Top	-3,24	5,768	0,648	5,362	-2,869	Standing-Top	Standing-Top	5,311	0,718	-2,815	5,214	-2,994	0,754	Standing-Top	0,76	Standing-Top	-2,733	5,308	0,0	not set	Standing-Top	not set	Standing-Top	0,9	1,0	5,1610000000000005	-2,707	not set	
87946527176	23,235	7,0	Current	23,235	-3,9330000000000003	-3,9330000000000003	[Moving-Bottum,-3.021782178217822,22.257502644765967,1.3365953911998751, Moving-Bottum,-2.6115511551155115,20.526944227139296,3.0134435822998062, Moving-Bottum,-2.930693069306931,20.000267572846973,3.3865885609617554, Moving-Bottum,-3.9323432343234326,19.708799618675044,3.5262315439042182, Moving-Bottum,-3.287128712871287,19.515056919691155,3.7756837453765546, Moving-Bottum,-2.4788778877887787,18.56195266352121,4.89419063812518]	2,0	Current,-3.933333333333333,23.23503102357874	1,336	Moving-Bottum	-3,021	22,257	3,013	20,526	-2,611	Moving-Bottum	Moving-Bottum	20,0	3,386	-2,93	19,708000000000002	-3,932	3,5260000000000002	Moving-Bottum	3,775	Moving-Bottum	-3,287	19,515	0,0	not set	Moving-Bottum	not set	Moving-Bottum	4,894	1,0	18,561	-2,478	not set	
53432649620	18,907	7,0	Current	18,907	-3,5	-3,5	[Moving-Bottum,-3.287128712871287,19.515056919691155,0.6436090177599738, Moving-Bottum,-3.9323432343234326,19.708799618675044,0.9103453714799615, Moving-Bottum,-2.6765676567656764,17.448569371245824,1.6754153632653943, Moving-Bottum,-2.6115511551155115,20.526944227139296,1.8469946056727322, Moving-Bottum,-2.4075907590759065,16.238532640787398,2.884034384964617, Moving-Bottum,-3.021782178217822,22.257502644765967,3.383794962047456]	2,0	Current,-3.5,18.907670401189037	0,643	Moving-Bottum	-3,287	19,515	0,91	19,708000000000002	-3,932	Moving-Bottum	Moving-Bottum	17,448	1,675	-2,676	20,526	-2,611	1,846	Moving-Bottum	2,884	Moving-Bottum	-2,407	16,238	0,0	not set	Moving-Bottum	not set	Moving-Bottum	3,383	1,0	22,257	-3,021	not set	
35042161412	2,316	7,0	Current	2,316	-0,766	-0,766	[Empty,-0.742244224422442,2.234256175778947,0.08589567396663748, Empty,-0.8537953795379521,1.844543809615166,0.48003624671854905, Empty,-0.933333333333333,1.3125291620782984,1.017816048092549, Empty,-1.0207920792079204,0.8126964386672004,1.5252297666605215, Empty,-0.9831683168316837,0.49475844480834746,1.8346672940736417, Empty,-0.9808580858085808,0.437172627139441,1.8915999710121405]	2,0	Current,-0.7666666666666667,2.316606713852541	0,085	Empty	-0,742	2,234	0,48	1,844	-0,853	Empty	Empty	1,312	1,0170000000000001	-0,933	0,812	-1,02	1,5250000000000001	Empty	1,834	Empty	-0,983	0,494	0,0	not set	Empty	not set	Empty	1,891	1,0	0,437	-0,98	not set	
18607582151	5,428	7,0	Current	5,428	-3,133	-3,133	[Standing-Top,-3.2409240924092355,5.768167595728117,0.35647106274553675, Standing-Top,-2.7326732673267333,5.129127388278985,0.5000451818059414, Standing-Top,-3.557425742574257,7.852584112703583,2.461078421998631, Empty,-0.6062706270627068,2.656293837633305,3.751023777657401, Empty,-0.8983498349834987,2.3004134995751895,3.8443406839528893, Empty,-0.5075907590759076,2.6075119397864945,3.8537626640463496]	2,0	Current,-3.1333333333333333,5.428320796219274	0,356	Standing-Top	-3,24	5,768	0,5	5,1290000000000004	-2,732	Standing-Top	Standing-Top	7,852	2,461	-3,557	2,656	-0,606	3,751	Empty	3,844	Empty	-0,898	2,3000000000000003	0,0	not set	Empty	not set	Empty	3,853	0,5	2,607	-0,507	not set	
34620294462	4,844	7,0	Current	4,844	-2,533	-2,533	[Standing-Top,-2.539273927392738,4.827927099465639,0.017361447701340574, Standing-Top,-2.7326732673267333,5.129127388278985,0.3477023302710618, Standing-Top,-2.815181518151816,5.311339509997593,0.5455454355502769, Standing-Top,-2.9947194719471937,5.214057735668077,0.5913052574390754, Standing-Top,-3.2409240924092355,5.768167595728117,1.1637550590929584, Empty,-0.6062706270627068,2.656293837633305,2.9155928320845006]	2,0	Current,-2.533333333333333,4.844240566555984	0,017	Standing-Top	-2,539	4,827	0,34700000000000003	5,1290000000000004	-2,732	Standing-Top	Standing-Top	5,311	0,545	-2,815	5,214	-2,994	0,591	Standing-Top	1,163	Standing-Top	-3,24	5,768	0,0	not set	Standing-Top	not set	Empty	2,915	0,833	2,656	-0,606	not set	
88276401285	1,643	7,0	Current	1,643	-1,1	-1,1	[Empty,-0.8537953795379521,1.844543809615166,0.31807084702946997, Empty,-0.933333333333333,1.3125291620782984,0.3702696346743945, Empty,-0.8462046204620454,1.9178964174520243,0.3740160129850221, Empty,-0.8983498349834987,2.3004134995751895,0.6874844479975945, Empty,-0.742244224422442,2.234256175778947,0.6909231604522474, Empty,-0.621782178217822,2.3101778014933587,0.8207282115470081]	2,0	Current,-1.1,1.6431676725155002	0,318	Empty	-0,853	1,844	0,37	1,312	-0,933	Empty	Empty	1,917	0,374	-0,846	2,3000000000000003	-0,898	0,687	Empty	0,6900000000000001	Empty	-0,742	2,234	0,0	not set	Empty	not set	Empty	0,8200000000000001	1,0	2,31	-0,621	not set	
34954017789	2,19	7,0	Current	2,19	-0,8	-0,8	[Empty,-0.742244224422442,2.234256175778947,0.07222419860459199, Empty,-0.8537953795379521,1.844543809615166,0.3504993377844454, Empty,-0.933333333333333,1.3125291620782984,0.8884232906979825, Empty,-1.0207920792079204,0.8126964386672004,1.3957676270662651, Empty,-0.9831683168316837,0.49475844480834746,1.7059934540022346, Empty,-0.9808580858085808,0.437172627139441,1.7630187400756152]	2,0	Current,-0.8,2.1908902300206647	0,07200000000000001	Empty	-0,742	2,234	0,35000000000000003	1,844	-0,853	Empty	Empty	1,312	0,888	-0,933	0,812	-1,02	1,395	Empty	1,705	Empty	-0,983	0,494	0,0	not set	Empty	not set	Empty	1,7630000000000001	1,0	0,437	-0,98	not set	
