window:30.0	alpha:0.2	knn:6.0	
time	StdDev	source	Datapoint Type	Datapoint Y	Datapoint X	power	Neighbores	destination	Datapoint	Neighbore(1) Distance	Neighbore(1) Type	Neighbore(1) X	Neighbore(1) Y	Neighbore(2) Distance	Neighbore(2) Y	Neighbore(2) X	Neighbore(2) Type	Neighbore(3) Type	Neighbore(3) Y	Neighbore(3) Distance	Neighbore(3) X	Neighbore(4) Y	Neighbore(4) X	Neighbore(4) Distance	Neighbore(4) Type	Neighbore(5) Distance	Neighbore(5) Type	Neighbore(5) X	Neighbore(5) Y	KNNTotalMissfired	KNNStateWeight	KNNState	KNNStateMissfired	Neighbore(6) Type	Neighbore(6) Distance	KNNConfidence	Neighbore(6) Y	Neighbore(6) X	null	
30923086078	0,0	7,0	Current	0,0	-9,0	-9,0	[Standing-Bottum,-9.0,0.0,0.0, Standing-Top,-10.174587458745883,2.231144688593119,2.5214405247160596, Standing-Top,-10.311221122112208,2.229487609668598,2.586487160752784, Standing-Top,-10.325082508250825,2.3016178435535686,2.6558027696793443, Standing-Top,-11.295709570957097,1.6686087318471214,2.8380517145007205, Standing-Top,-11.007590759075901,2.9631507622307267,3.5792014606103817]	6,0	Current,-9.0,0.0	0,0	Standing-Bottum	-9,0	0,0	2,521	2,231	-10,174	Standing-Top	Standing-Top	2,229	2,586	-10,311	2,301	-10,325000000000001	2,6550000000000002	Standing-Top	2,838	Standing-Top	-11,295	1,668	0,0	not set	Standing-Top	not set	Standing-Top	3,579	0,833	2,963	-11,007	not set	
65086515951	3,723	7,0	Current	3,723	-14,066	-14,066	[Standing-Top,-14.5059405940594,5.811041332241476,2.132967192795437, Standing-Bottum,-12.720132013201322,5.40754057645185,2.1559561318417275, Standing-Top,-11.406270627062703,4.214178765803075,2.7052136746298507, Standing-Top,-11.007590759075901,2.9631507622307267,3.152225980523687, Standing-Top,-16.034653465346537,6.435350499310145,3.3504466192434927, Standing-Top,-11.295709570957097,1.6686087318471214,3.4499280372084895]	6,0	Current,-14.066666666666666,3.7237973450050506	2,132	Standing-Top	-14,505	5,811	2,1550000000000002	5,407	-12,72	Standing-Bottum	Standing-Top	4,214	2,705	-11,406	2,963	-11,007	3,152	Standing-Top	3,35	Standing-Top	-16,034	6,4350000000000005	0,0	not set	Standing-Top	not set	Standing-Top	3,4490000000000003	0,833	1,668	-11,295	not set	
68917213073	14,417	7,0	Current	14,417	-12,266	-12,266	[Moving-Top,-12.54092409240924,14.757135265897466,0.4364786954438417, Moving-Top,-12.123762376237629,15.01654026162074,0.6157700902578702, Moving-Top,-12.507590759075901,13.504163374525222,0.9446574757257694, Moving-Top,-12.754455445544558,15.306570292766922,1.014020871490839, Moving-Bottum,-13.335643564356435,14.481981135115143,1.0709149707297632, Moving-Top,-13.093069306930689,15.256607965466435,1.177669788538288]	6,0	Current,-12.266666666666667,14.417581859197702	0,436	Moving-Top	-12,540000000000001	14,757	0,615	15,016	-12,123000000000001	Moving-Top	Moving-Top	13,504	0,9440000000000001	-12,507	15,306000000000001	-12,754	1,014	Moving-Top	1,07	Moving-Bottum	-13,335	14,481	0,0	not set	Moving-Top	not set	Moving-Top	1,177	0,833	15,256	-13,093	not set	
562673411	45,927	7,0	Current	45,927	-22,766000000000002	-22,766000000000002	[Empty,-29.33630363036307,8.546059636587964,37.954680596137266, Empty,-25.678877887788772,4.53365469290767,41.49650242257188, Empty,-24.962046204620453,3.414661154998084,42.56982773127935, Empty,-24.011221122112232,3.3012268198706725,42.644779676914105, Empty,-25.014521452145214,2.94585369329505,43.04072683038311, Empty,-24.440594059405942,2.4388037210942546,43.521241703888165]	6,0	Current,-22.766666666666666,45.92784195525266	37,954	Empty	-29,336000000000002	8,546	41,496	4,533	-25,678	Empty	Empty	3,414	42,569	-24,962	3,301	-24,011	42,644	Empty	43,04	Empty	-25,014	2,945	0,0	not set	Empty	not set	Empty	43,521	1,0	2,438	-24,44	not set	
24233297255	0,0	7,0	Current	0,0	-9,0	-9,0	[Standing-Top,-10.174587458745883,2.231144688593119,2.5214405247160596, Standing-Top,-10.311221122112208,2.229487609668598,2.586487160752784, Standing-Top,-10.325082508250825,2.3016178435535686,2.6558027696793443, Standing-Top,-11.295709570957097,1.6686087318471214,2.8380517145007205, Standing-Top,-11.007590759075901,2.9631507622307267,3.5792014606103817, Standing-Top,-10.504950495049505,4.466051542840799,4.712800905603846]	6,0	Current,-9.0,0.0	2,521	Standing-Top	-10,174	2,231	2,586	2,229	-10,311	Standing-Top	Standing-Top	2,301	2,6550000000000002	-10,325000000000001	1,668	-11,295	2,838	Standing-Top	3,579	Standing-Top	-11,007	2,963	0,0	not set	Standing-Top	not set	Standing-Top	4,712	1,0	4,466	-10,504	not set	
69318871772	5,3660000000000005	7,0	Current	5,3660000000000005	-11,8	-11,8	[Standing-Top,-11.406270627062703,4.214178765803075,1.217790038895984, Standing-Top,-10.497689768976892,4.504946737676672,1.5615360299777208, Standing-Top,-10.504950495049505,4.466051542840799,1.5773631058497493, Standing-Top,-9.893729372937297,5.575224410369814,1.9176567020326272, Standing-Top,-10.331353135313528,6.698397451685496,1.9826008753542717, Standing-Top,-9.748844884488452,5.631097331554937,2.0681430422523186]	6,0	Current,-11.8,5.366563145999494	1,217	Standing-Top	-11,406	4,214	1,561	4,5040000000000004	-10,497	Standing-Top	Standing-Top	4,466	1,577	-10,504	5,575	-9,893	1,917	Standing-Top	1,982	Standing-Top	-10,331	6,698	0,0	not set	Standing-Top	not set	Standing-Top	2,068	1,0	5,631	-9,748	not set	
67822235472	7,607	7,0	Current	7,607	-10,933	-10,933	[Standing-Top,-10.331353135313528,6.698397451685496,1.0899379562807199, Standing-Top,-9.63993399339934,5.811471821970182,2.21288378999735, Standing-Top,-9.893729372937297,5.575224410369814,2.282311674258489, Standing-Top,-9.748844884488452,5.631097331554937,2.30374928740903, Standing-Top,-10.497689768976892,4.504946737676672,3.1325083431200116, Standing-Top,-10.504950495049505,4.466051542840799,3.170040842303655]	6,0	Current,-10.933333333333334,7.607014306984487	1,089	Standing-Top	-10,331	6,698	2,212	5,811	-9,639	Standing-Top	Standing-Top	5,575	2,282	-9,893	5,631	-9,748	2,303	Standing-Top	3,132	Standing-Top	-10,497	4,5040000000000004	0,0	not set	Standing-Top	not set	Standing-Top	3,17	1,0	4,466	-10,504	not set	
52532402478	1,643	7,0	Current	1,643	-24,1	-24,1	[Empty,-24.529702970297055,2.187433024646955,0.6934474862690686, Empty,-24.890099009900986,1.7788684238398838,0.8016677237836877, Empty,-24.440594059405942,2.4388037210942546,0.8654715680486769, Empty,-24.94752475247525,0.7451290490507352,1.234816413598684, Empty,-24.957095709570957,0.48827140874978775,1.4381927671299621, Empty,-25.022772277227723,0.5053146525033149,1.4649976692032245]	6,0	Current,-24.1,1.6431676725154978	0,6930000000000001	Empty	-24,529	2,187	0,801	1,778	-24,89	Empty	Empty	2,438	0,865	-24,44	0,745	-24,947	1,234	Empty	1,438	Empty	-24,957	0,488	0,0	not set	Empty	not set	Empty	1,464	1,0	0,505	-25,022000000000002	not set	
76724514096	3,669	7,0	Current	3,669	-14,533	-14,533	[Standing-Bottum,-14.252475247524755,3.7839892403703663,0.3032231414265343, Standing-Top,-14.5059405940594,5.811041332241476,2.141520814628215, Standing-Bottum,-14.918481848184824,1.3619831956364945,2.33963169470226, Standing-Bottum,-12.720132013201322,5.40754057645185,2.5115341481853446, Standing-Top,-16.034653465346537,6.435350499310145,3.1468728136338813, Standing-Top,-11.406270627062703,4.214178765803075,3.174111365044726]	6,0	Current,-14.533333333333333,3.6696957185394363	0,303	Standing-Bottum	-14,252	3,783	2,141	5,811	-14,505	Standing-Top	Standing-Bottum	1,361	2,339	-14,918000000000001	5,407	-12,72	2,511	Standing-Bottum	3,146	Standing-Top	-16,034	6,4350000000000005	0,0	not set	Standing-Bottum	not set	Standing-Top	3,174	0,5	4,214	-11,406	not set	
60479990100	4,929	7,0	Current	4,929	-11,700000000000001	-11,700000000000001	[Standing-Top,-11.406270627062703,4.214178765803075,0.7732824384779612, Standing-Top,-10.497689768976892,4.504946737676672,1.2750678124710626, Standing-Top,-10.504950495049505,4.466051542840799,1.2817685394365501, Standing-Top,-9.748844884488452,5.631097331554937,2.0734610838489, Standing-Top,-11.007590759075901,2.9631507622307267,2.084699438504864, Standing-Top,-10.331353135313528,6.698397451685496,2.2365557805125373]	6,0	Current,-11.7,4.929503017546495	0,773	Standing-Top	-11,406	4,214	1,2750000000000001	4,5040000000000004	-10,497	Standing-Top	Standing-Top	4,466	1,281	-10,504	5,631	-9,748	2,073	Standing-Top	2,084	Standing-Top	-11,007	2,963	0,0	not set	Standing-Top	not set	Standing-Top	2,236	1,0	6,698	-10,331	not set	
